"store_city","store_name","product_name","sold_product_amount","product_profit"
"Mexicali","Maven Toys Mexicali 1","Nerf Gun",498,2490.00
"Monterrey","Maven Toys Monterrey 1","Nerf Gun",497,2485.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Dinosaur Figures",497,1988.00
"Chilpancingo","Maven Toys Chilpancingo 1","Hot Wheels 5-Pack",494,988.00
"Campeche","Maven Toys Campeche 2","Nerf Gun",494,2470.00
"Hermosillo","Maven Toys Hermosillo 2","Dinosaur Figures",494,1976.00
"Guadalajara","Maven Toys Guadalajara 1","Kids Makeup Kit",491,2946.00
"Campeche","Maven Toys Campeche 1","Monopoly",491,2946.00
"Saltillo","Maven Toys Saltillo 1","Nerf Gun",491,2455.00
"Mexicali","Maven Toys Mexicali 1","Dino Egg",487,487.00
"Chihuahua","Maven Toys Chihuahua 1","Splash Balls",486,486.00
"Santiago","Maven Toys Santiago 1","Etch A Sketch",485,4850.00
"Aguascalientes","Maven Toys Aguascalientes 1","Dart Gun",483,1932.00
"Merida","Maven Toys Merida 1","Dino Egg",483,483.00
"Chihuahua","Maven Toys Chihuahua 2","Glass Marbles",482,2410.00
"Hermosillo","Maven Toys Hermosillo 3","Glass Marbles",482,2410.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Glass Marbles",479,2395.00
"Xalapa","Maven Toys Xalapa 2","Hot Wheels 5-Pack",478,956.00
"Guadalajara","Maven Toys Guadalajara 3","Toy Robot",477,2385.00
"Guadalajara","Maven Toys Guadalajara 1","PlayDoh Toolkit",477,477.00
"Oaxaca","Maven Toys Oaxaca 1","Dart Gun",476,1904.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Dinosaur Figures",476,1904.00
"Hermosillo","Maven Toys Hermosillo 3","Animal Figures",476,1428.00
"Puebla","Maven Toys Puebla 2","Hot Wheels 5-Pack",474,948.00
"Merida","Maven Toys Merida 1","Hot Wheels 5-Pack",471,942.00
"Zacatecas","Maven Toys Zacatecas 1","Deck Of Cards",471,1413.00
"Cuernavaca","Maven Toys Cuernavaca 1","Nerf Gun",470,2350.00
"Cuernavaca","Maven Toys Cuernavaca 1","Dart Gun",469,1876.00
"Monterrey","Maven Toys Monterrey 3","Kids Makeup Kit",469,2814.00
"Hermosillo","Maven Toys Hermosillo 2","Nerf Gun",467,2335.00
"Chihuahua","Maven Toys Chihuahua 1","Dart Gun",465,1860.00
"Mexicali","Maven Toys Mexicali 1","Animal Figures",465,1395.00
"Puebla","Maven Toys Puebla 1","Hot Wheels 5-Pack",464,928.00
"Toluca","Maven Toys Toluca 2","Rubik's Cube",463,926.00
"Villahermosa","Maven Toys Villahermosa 1","Kids Makeup Kit",461,2766.00
"Morelia","Maven Toys Morelia 1","Gamer Headphones",460,2760.00
"Chihuahua","Maven Toys Chihuahua 1","Gamer Headphones",459,2754.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Gamer Headphones",458,2748.00
"Puebla","Maven Toys Puebla 1","Nerf Gun",458,2290.00
"Cuernavaca","Maven Toys Cuernavaca 1","Glass Marbles",456,2280.00
"Toluca","Maven Toys Toluca 2","Nerf Gun",455,2275.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Glass Marbles",454,2270.00
"Saltillo","Maven Toys Saltillo 2","Animal Figures",454,1362.00
"Monterrey","Maven Toys Monterrey 3","Gamer Headphones",452,2712.00
"Culiacan","Maven Toys Culiacan 1","Nerf Gun",452,2260.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","PlayDoh Toolkit",452,452.00
"Guadalajara","Maven Toys Guadalajara 2","Nerf Gun",451,2255.00
"Morelia","Maven Toys Morelia 1","Kids Makeup Kit",451,2706.00
"Mexicali","Maven Toys Mexicali 2","Kids Makeup Kit",450,2700.00
"Hermosillo","Maven Toys Hermosillo 3","PlayDoh Toolkit",450,450.00
"Monterrey","Maven Toys Monterrey 3","PlayDoh Toolkit",450,450.00
"Guanajuato","Maven Toys Guanajuato 3","Glass Marbles",450,2250.00
"Hermosillo","Maven Toys Hermosillo 2","Glass Marbles",449,2245.00
"Xalapa","Maven Toys Xalapa 1","PlayDoh Toolkit",448,448.00
"Merida","Maven Toys Merida 1","Kids Makeup Kit",448,2688.00
"Guanajuato","Maven Toys Guanajuato 2","Gamer Headphones",448,2688.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Hot Wheels 5-Pack",447,894.00
"Guadalajara","Maven Toys Guadalajara 4","PlayDoh Toolkit",445,445.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Glass Marbles",444,2220.00
"Campeche","Maven Toys Campeche 1","Hot Wheels 5-Pack",443,886.00
"Guanajuato","Maven Toys Guanajuato 3","Dinosaur Figures",443,1772.00
"Chihuahua","Maven Toys Chihuahua 2","Lego Bricks",442,2210.00
"Mexicali","Maven Toys Mexicali 2","Hot Wheels 5-Pack",441,882.00
"Chetumal","Maven Toys Chetumal 1","Mini Ping Pong Set",439,1317.00
"Zacatecas","Maven Toys Zacatecas 1","PlayDoh Toolkit",439,439.00
"Guadalajara","Maven Toys Guadalajara 4","Etch A Sketch",438,4380.00
"Morelia","Maven Toys Morelia 1","Nerf Gun",438,2190.00
"Aguascalientes","Maven Toys Aguascalientes 1","Nerf Gun",438,2190.00
"Guanajuato","Maven Toys Guanajuato 3","PlayDoh Toolkit",438,438.00
"Monterrey","Maven Toys Monterrey 3","Hot Wheels 5-Pack",436,872.00
"La Paz","Maven Toys La Paz 1","Animal Figures",436,1308.00
"Morelia","Maven Toys Morelia 1","PlayDoh Toolkit",436,436.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Mr. Potatohead",436,2180.00
"Culiacan","Maven Toys Culiacan 1","PlayDoh Toolkit",435,435.00
"Hermosillo","Maven Toys Hermosillo 1","Etch A Sketch",435,4350.00
"Monterrey","Maven Toys Monterrey 1","PlayDoh Toolkit",434,434.00
"Guadalajara","Maven Toys Guadalajara 1","Glass Marbles",433,2165.00
"Puebla","Maven Toys Puebla 2","Toy Robot",433,2165.00
"Guadalajara","Maven Toys Guadalajara 3","Etch A Sketch",432,4320.00
"Toluca","Maven Toys Toluca 2","Dino Egg",429,429.00
"Xalapa","Maven Toys Xalapa 2","Jenga",427,2989.00
"Guadalajara","Maven Toys Guadalajara 2","PlayDoh Toolkit",426,426.00
"Durango","Maven Toys Durango 1","Glass Marbles",425,2125.00
"Mexicali","Maven Toys Mexicali 2","Glass Marbles",424,2120.00
"Merida","Maven Toys Merida 1","Jenga",422,2954.00
"Guadalajara","Maven Toys Guadalajara 2","Glass Marbles",422,2110.00
"Guanajuato","Maven Toys Guanajuato 3","Rubik's Cube",421,842.00
"La Paz","Maven Toys La Paz 1","Dart Gun",420,1680.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","PlayDoh Toolkit",418,418.00
"Saltillo","Maven Toys Saltillo 2","Dinosaur Figures",418,1672.00
"Puebla","Maven Toys Puebla 1","Kids Makeup Kit",418,2508.00
"Zacatecas","Maven Toys Zacatecas 1","Kids Makeup Kit",417,2502.00
"Monterrey","Maven Toys Monterrey 2","Gamer Headphones",417,2502.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Foam Disk Launcher",417,1251.00
"Campeche","Maven Toys Campeche 1","Dart Gun",416,1664.00
"Monterrey","Maven Toys Monterrey 3","Animal Figures",415,1245.00
"Villahermosa","Maven Toys Villahermosa 1","Glass Marbles",414,2070.00
"Monterrey","Maven Toys Monterrey 4","Glass Marbles",414,2070.00
"Monterrey","Maven Toys Monterrey 3","Dart Gun",410,1640.00
"Monterrey","Maven Toys Monterrey 4","Toy Robot",410,2050.00
"Cuernavaca","Maven Toys Cuernavaca 1","Dinosaur Figures",410,1640.00
"Monterrey","Maven Toys Monterrey 4","Dinosaur Figures",409,1636.00
"Chetumal","Maven Toys Chetumal 1","Hot Wheels 5-Pack",406,812.00
"Chihuahua","Maven Toys Chihuahua 2","Dinosaur Figures",405,1620.00
"Campeche","Maven Toys Campeche 2","Hot Wheels 5-Pack",405,810.00
"Santiago","Maven Toys Santiago 1","PlayDoh Toolkit",404,404.00
"Guanajuato","Maven Toys Guanajuato 1","Gamer Headphones",402,2412.00
"Monterrey","Maven Toys Monterrey 2","Chutes & Ladders",402,1206.00
"Xalapa","Maven Toys Xalapa 1","Gamer Headphones",401,2406.00
"Saltillo","Maven Toys Saltillo 2","Jenga",401,2807.00
"Culiacan","Maven Toys Culiacan 1","Mini Ping Pong Set",401,1203.00
"Campeche","Maven Toys Campeche 2","Dino Egg",400,400.00
"La Paz","Maven Toys La Paz 1","Dinosaur Figures",399,1596.00
"Puebla","Maven Toys Puebla 1","Animal Figures",399,1197.00
"Monterrey","Maven Toys Monterrey 4","PlayDoh Toolkit",399,399.00
"Mexicali","Maven Toys Mexicali 2","PlayDoh Toolkit",398,398.00
"Hermosillo","Maven Toys Hermosillo 2","Hot Wheels 5-Pack",397,794.00
"Mexicali","Maven Toys Mexicali 2","Toy Robot",396,1980.00
"Guadalajara","Maven Toys Guadalajara 2","Kids Makeup Kit",396,2376.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Glass Marbles",395,1975.00
"Puebla","Maven Toys Puebla 2","Etch A Sketch",395,3950.00
"Campeche","Maven Toys Campeche 2","Dart Gun",394,1576.00
"Campeche","Maven Toys Campeche 2","Glass Marbles",393,1965.00
"Toluca","Maven Toys Toluca 1","Hot Wheels 5-Pack",393,786.00
"Hermosillo","Maven Toys Hermosillo 1","Gamer Headphones",389,2334.00
"Chihuahua","Maven Toys Chihuahua 1","Kids Makeup Kit",387,2322.00
"Culiacan","Maven Toys Culiacan 1","Dinosaur Figures",387,1548.00
"Guanajuato","Maven Toys Guanajuato 1","Kids Makeup Kit",387,2322.00
"La Paz","Maven Toys La Paz 1","Glass Marbles",386,1930.00
"Saltillo","Maven Toys Saltillo 1","Kids Makeup Kit",386,2316.00
"Villahermosa","Maven Toys Villahermosa 1","Dinosaur Figures",385,1540.00
"Durango","Maven Toys Durango 1","PlayDoh Toolkit",385,385.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Toy Robot",384,1920.00
"Durango","Maven Toys Durango 1","Animal Figures",383,1149.00
"Puebla","Maven Toys Puebla 3","Hot Wheels 5-Pack",381,762.00
"Morelia","Maven Toys Morelia 1","Barrel O' Slime",380,760.00
"Toluca","Maven Toys Toluca 2","PlayDoh Toolkit",380,380.00
"Guadalajara","Maven Toys Guadalajara 1","Etch A Sketch",380,3800.00
"Toluca","Maven Toys Toluca 2","Dart Gun",380,1520.00
"Culiacan","Maven Toys Culiacan 1","Hot Wheels 5-Pack",379,758.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Toy Robot",378,1890.00
"Guanajuato","Maven Toys Guanajuato 3","Mr. Potatohead",377,1885.00
"Mexicali","Maven Toys Mexicali 2","Mini Ping Pong Set",376,1128.00
"La Paz","Maven Toys La Paz 1","Kids Makeup Kit",375,2250.00
"Hermosillo","Maven Toys Hermosillo 3","Nerf Gun",375,1875.00
"Guadalajara","Maven Toys Guadalajara 1","Gamer Headphones",375,2250.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","PlayDoh Toolkit",375,375.00
"Hermosillo","Maven Toys Hermosillo 3","Gamer Headphones",374,2244.00
"Xalapa","Maven Toys Xalapa 1","Supersoaker Water Gun",374,1122.00
"Cuernavaca","Maven Toys Cuernavaca 1","PlayDoh Toolkit",373,373.00
"Santiago","Maven Toys Santiago 1","Kids Makeup Kit",373,2238.00
"Hermosillo","Maven Toys Hermosillo 2","Jenga",372,2604.00
"Oaxaca","Maven Toys Oaxaca 1","Toy Robot",371,1855.00
"Cuernavaca","Maven Toys Cuernavaca 1","Kids Makeup Kit",371,2226.00
"Chetumal","Maven Toys Chetumal 1","PlayDoh Toolkit",371,371.00
"Cuernavaca","Maven Toys Cuernavaca 1","Mr. Potatohead",371,1855.00
"Guadalajara","Maven Toys Guadalajara 1","Hot Wheels 5-Pack",371,742.00
"Hermosillo","Maven Toys Hermosillo 3","Dart Gun",370,1480.00
"Hermosillo","Maven Toys Hermosillo 1","Nerf Gun",369,1845.00
"Guanajuato","Maven Toys Guanajuato 1","Magic Sand",368,736.00
"Culiacan","Maven Toys Culiacan 1","Gamer Headphones",368,2208.00
"Culiacan","Maven Toys Culiacan 1","Etch A Sketch",367,3670.00
"Merida","Maven Toys Merida 1","Mini Ping Pong Set",367,1101.00
"Santiago","Maven Toys Santiago 1","Gamer Headphones",364,2184.00
"Durango","Maven Toys Durango 1","Kids Makeup Kit",363,2178.00
"Chihuahua","Maven Toys Chihuahua 1","Dinosaur Figures",362,1448.00
"Mexicali","Maven Toys Mexicali 1","PlayDoh Toolkit",362,362.00
"Monterrey","Maven Toys Monterrey 2","PlayDoh Toolkit",362,362.00
"Monterrey","Maven Toys Monterrey 4","Jenga",361,2527.00
"Guanajuato","Maven Toys Guanajuato 1","Hot Wheels 5-Pack",360,720.00
"Pachuca","Maven Toys Pachuca 1","Hot Wheels 5-Pack",358,716.00
"Culiacan","Maven Toys Culiacan 1","Kids Makeup Kit",358,2148.00
"Monterrey","Maven Toys Monterrey 1","Glass Marbles",357,1785.00
"Guanajuato","Maven Toys Guanajuato 2","Hot Wheels 5-Pack",357,714.00
"Guanajuato","Maven Toys Guanajuato 2","Jenga",355,2485.00
"Campeche","Maven Toys Campeche 1","Jenga",355,2485.00
"Chilpancingo","Maven Toys Chilpancingo 1","Nerf Gun",354,1770.00
"Hermosillo","Maven Toys Hermosillo 3","Jenga",354,2478.00
"Mexicali","Maven Toys Mexicali 2","Gamer Headphones",354,2124.00
"Puebla","Maven Toys Puebla 3","Nerf Gun",353,1765.00
"Guanajuato","Maven Toys Guanajuato 2","Nerf Gun",353,1765.00
"Monterrey","Maven Toys Monterrey 1","Gamer Headphones",353,2118.00
"Saltillo","Maven Toys Saltillo 2","Dino Egg",352,352.00
"Toluca","Maven Toys Toluca 2","Dinosaur Figures",351,1404.00
"Guadalajara","Maven Toys Guadalajara 4","Kids Makeup Kit",351,2106.00
"Durango","Maven Toys Durango 1","Hot Wheels 5-Pack",349,698.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Hot Wheels 5-Pack",349,698.00
"Xalapa","Maven Toys Xalapa 2","Mini Ping Pong Set",347,1041.00
"La Paz","Maven Toys La Paz 1","Gamer Headphones",345,2070.00
"Pachuca","Maven Toys Pachuca 1","Dart Gun",345,1380.00
"Saltillo","Maven Toys Saltillo 2","Kids Makeup Kit",343,2058.00
"Aguascalientes","Maven Toys Aguascalientes 1","PlayDoh Toolkit",343,343.00
"Merida","Maven Toys Merida 1","Nerf Gun",342,1710.00
"Guanajuato","Maven Toys Guanajuato 3","Kids Makeup Kit",341,2046.00
"Morelia","Maven Toys Morelia 1","Magic Sand",339,678.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Toy Robot",338,1690.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Supersoaker Water Gun",337,1011.00
"La Paz","Maven Toys La Paz 1","Hot Wheels 5-Pack",337,674.00
"Morelia","Maven Toys Morelia 1","Dart Gun",337,1348.00
"Xalapa","Maven Toys Xalapa 2","Etch A Sketch",335,3350.00
"Merida","Maven Toys Merida 1","Glass Marbles",334,1670.00
"Xalapa","Maven Toys Xalapa 1","Mini Ping Pong Set",333,999.00
"Cuernavaca","Maven Toys Cuernavaca 1","Hot Wheels 5-Pack",332,664.00
"Campeche","Maven Toys Campeche 1","PlayDoh Toolkit",330,330.00
"Hermosillo","Maven Toys Hermosillo 2","Teddy Bear",330,660.00
"Chilpancingo","Maven Toys Chilpancingo 1","Glass Marbles",330,1650.00
"Guadalajara","Maven Toys Guadalajara 3","PlayDoh Playset",327,1308.00
"Pachuca","Maven Toys Pachuca 1","Gamer Headphones",326,1956.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Gamer Headphones",325,1950.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Mr. Potatohead",325,1625.00
"Monterrey","Maven Toys Monterrey 2","Classic Dominoes",324,648.00
"Toluca","Maven Toys Toluca 1","Gamer Headphones",323,1938.00
"Chilpancingo","Maven Toys Chilpancingo 1","PlayDoh Toolkit",321,321.00
"Saltillo","Maven Toys Saltillo 2","Nerf Gun",320,1600.00
"Monterrey","Maven Toys Monterrey 4","Etch A Sketch",320,3200.00
"Monterrey","Maven Toys Monterrey 3","Rubik's Cube",319,638.00
"Saltillo","Maven Toys Saltillo 2","Gamer Headphones",319,1914.00
"Campeche","Maven Toys Campeche 2","PlayDoh Toolkit",319,319.00
"Merida","Maven Toys Merida 1","PlayDoh Toolkit",318,318.00
"Durango","Maven Toys Durango 1","Dinosaur Figures",317,1268.00
"Saltillo","Maven Toys Saltillo 1","PlayDoh Toolkit",315,315.00
"Toluca","Maven Toys Toluca 1","Mini Ping Pong Set",315,945.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","PlayDoh Toolkit",312,312.00
"Zacatecas","Maven Toys Zacatecas 1","Etch A Sketch",312,3120.00
"Zacatecas","Maven Toys Zacatecas 1","Hot Wheels 5-Pack",311,622.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Supersoaker Water Gun",310,930.00
"Guadalajara","Maven Toys Guadalajara 3","Jenga",310,2170.00
"Saltillo","Maven Toys Saltillo 2","Hot Wheels 5-Pack",310,620.00
"Puebla","Maven Toys Puebla 1","Jenga",309,2163.00
"Santiago","Maven Toys Santiago 1","Toy Robot",309,1545.00
"Oaxaca","Maven Toys Oaxaca 1","Hot Wheels 5-Pack",308,616.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Jenga",305,2135.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Etch A Sketch",303,3030.00
"Chihuahua","Maven Toys Chihuahua 2","Nerf Gun",302,1510.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Hot Wheels 5-Pack",302,604.00
"Guadalajara","Maven Toys Guadalajara 2","Jenga",302,2114.00
"Aguascalientes","Maven Toys Aguascalientes 1","Hot Wheels 5-Pack",301,602.00
"Saltillo","Maven Toys Saltillo 1","Jenga",301,2107.00
"Guadalajara","Maven Toys Guadalajara 3","Foam Disk Launcher",300,900.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Mini Ping Pong Set",300,900.00
"Oaxaca","Maven Toys Oaxaca 1","Dinosaur Figures",298,1192.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Kids Makeup Kit",297,1782.00
"Puebla","Maven Toys Puebla 2","Jenga",297,2079.00
"Chihuahua","Maven Toys Chihuahua 1","Nerf Gun",296,1480.00
"Merida","Maven Toys Merida 1","Gamer Headphones",296,1776.00
"La Paz","Maven Toys La Paz 1","Nerf Gun",296,1480.00
"Monterrey","Maven Toys Monterrey 3","Mr. Potatohead",295,1475.00
"Campeche","Maven Toys Campeche 2","Toy Robot",294,1470.00
"Guadalajara","Maven Toys Guadalajara 3","Plush Pony",294,3234.00
"Santiago","Maven Toys Santiago 1","Hot Wheels 5-Pack",294,588.00
"Guanajuato","Maven Toys Guanajuato 1","PlayDoh Toolkit",293,293.00
"Santiago","Maven Toys Santiago 1","Nerf Gun",292,1460.00
"Chihuahua","Maven Toys Chihuahua 1","PlayDoh Toolkit",291,291.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Mr. Potatohead",291,1455.00
"Guanajuato","Maven Toys Guanajuato 2","Kids Makeup Kit",290,1740.00
"Toluca","Maven Toys Toluca 1","Foam Disk Launcher",290,870.00
"Hermosillo","Maven Toys Hermosillo 1","Mini Ping Pong Set",290,870.00
"Villahermosa","Maven Toys Villahermosa 1","Gamer Headphones",288,1728.00
"Guanajuato","Maven Toys Guanajuato 2","PlayDoh Toolkit",287,287.00
"Santiago","Maven Toys Santiago 1","Mini Ping Pong Set",287,861.00
"Puebla","Maven Toys Puebla 1","Dinosaur Figures",286,1144.00
"Guanajuato","Maven Toys Guanajuato 1","Etch A Sketch",285,2850.00
"Xalapa","Maven Toys Xalapa 1","Kids Makeup Kit",285,1710.00
"Guadalajara","Maven Toys Guadalajara 4","Teddy Bear",285,570.00
"Mexicali","Maven Toys Mexicali 1","Kids Makeup Kit",285,1710.00
"Campeche","Maven Toys Campeche 1","Kids Makeup Kit",285,1710.00
"Xalapa","Maven Toys Xalapa 2","PlayDoh Playset",283,1132.00
"Toluca","Maven Toys Toluca 1","Toy Robot",283,1415.00
"Cuernavaca","Maven Toys Cuernavaca 1","Jenga",282,1974.00
"Villahermosa","Maven Toys Villahermosa 1","Mini Ping Pong Set",282,846.00
"Hermosillo","Maven Toys Hermosillo 1","Lego Bricks",282,1410.00
"Guanajuato","Maven Toys Guanajuato 2","Chutes & Ladders",279,837.00
"Puebla","Maven Toys Puebla 2","Mini Ping Pong Set",278,834.00
"Mexicali","Maven Toys Mexicali 1","Hot Wheels 5-Pack",278,556.00
"Xalapa","Maven Toys Xalapa 2","Foam Disk Launcher",276,828.00
"Guadalajara","Maven Toys Guadalajara 4","Jenga",274,1918.00
"Chetumal","Maven Toys Chetumal 1","Jenga",273,1911.00
"Guanajuato","Maven Toys Guanajuato 3","Jenga",272,1904.00
"Monterrey","Maven Toys Monterrey 4","Supersoaker Water Gun",272,816.00
"Hermosillo","Maven Toys Hermosillo 2","Etch A Sketch",271,2710.00
"Hermosillo","Maven Toys Hermosillo 3","Hot Wheels 5-Pack",271,542.00
"Chihuahua","Maven Toys Chihuahua 1","Teddy Bear",270,540.00
"Campeche","Maven Toys Campeche 1","Mr. Potatohead",269,1345.00
"Puebla","Maven Toys Puebla 2","Mr. Potatohead",268,1340.00
"Saltillo","Maven Toys Saltillo 2","Toy Robot",268,1340.00
"Pachuca","Maven Toys Pachuca 1","PlayDoh Toolkit",267,267.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Plush Pony",267,2937.00
"Morelia","Maven Toys Morelia 1","Dino Egg",267,267.00
"Aguascalientes","Maven Toys Aguascalientes 1","Gamer Headphones",266,1596.00
"Campeche","Maven Toys Campeche 2","Kids Makeup Kit",266,1596.00
"Oaxaca","Maven Toys Oaxaca 1","PlayDoh Toolkit",265,265.00
"Merida","Maven Toys Merida 1","Toy Robot",263,1315.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Etch A Sketch",262,2620.00
"Zacatecas","Maven Toys Zacatecas 1","Mini Ping Pong Set",259,777.00
"Mexicali","Maven Toys Mexicali 2","Jenga",259,1813.00
"Chilpancingo","Maven Toys Chilpancingo 1","Toy Robot",259,1295.00
"Guanajuato","Maven Toys Guanajuato 3","Etch A Sketch",259,2590.00
"Ciudad Victoria","Maven Toys Ciudad Victoria 1","Nerf Gun",258,1290.00
"Campeche","Maven Toys Campeche 2","Jenga",258,1806.00
"Chihuahua","Maven Toys Chihuahua 2","Classic Dominoes",257,514.00
"Hermosillo","Maven Toys Hermosillo 2","Supersoaker Water Gun",257,771.00
"Oaxaca","Maven Toys Oaxaca 1","Mini Ping Pong Set",257,771.00
"Oaxaca","Maven Toys Oaxaca 1","Nerf Gun",256,1280.00
"Hermosillo","Maven Toys Hermosillo 2","Toy Robot",256,1280.00
"Saltillo","Maven Toys Saltillo 1","Chutes & Ladders",256,768.00
"Guadalajara","Maven Toys Guadalajara 4","Foam Disk Launcher",255,765.00
"Saltillo","Maven Toys Saltillo 1","Classic Dominoes",255,510.00
"Guanajuato","Maven Toys Guanajuato 2","Glass Marbles",254,1270.00
"Guadalajara","Maven Toys Guadalajara 4","Toy Robot",254,1270.00
"Monterrey","Maven Toys Monterrey 4","Mr. Potatohead",252,1260.00
"Tuxtla Gutierrez","Maven Toys Tuxtla Gutierrez 1","Gamer Headphones",252,1512.00
"Pachuca","Maven Toys Pachuca 1","Etch A Sketch",252,2520.00
"Monterrey","Maven Toys Monterrey 4","Gamer Headphones",251,1506.00
"Santiago","Maven Toys Santiago 1","Jenga",251,1757.00
"Chetumal","Maven Toys Chetumal 1","Gamer Headphones",251,1506.00
"Aguascalientes","Maven Toys Aguascalientes 1","Toy Robot",251,1255.00
"Toluca","Maven Toys Toluca 2","Hot Wheels 5-Pack",250,500.00
"Durango","Maven Toys Durango 1","Mr. Potatohead",249,1245.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Teddy Bear",249,498.00
"Puebla","Maven Toys Puebla 1","Foam Disk Launcher",247,741.00
"Monterrey","Maven Toys Monterrey 4","Foam Disk Launcher",247,741.00
"La Paz","Maven Toys La Paz 1","PlayDoh Toolkit",247,247.00
"Guadalajara","Maven Toys Guadalajara 1","Toy Robot",246,1230.00
"Toluca","Maven Toys Toluca 1","Teddy Bear",246,492.00
"Campeche","Maven Toys Campeche 1","Classic Dominoes",246,492.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 4","Jenga",244,1708.00
"Hermosillo","Maven Toys Hermosillo 2","PlayDoh Playset",244,976.00
"San Luis Potosi","Maven Toys San Luis Potosi 1","Nerf Gun",244,1220.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Etch A Sketch",244,2440.00
"Guadalajara","Maven Toys Guadalajara 1","Jenga",244,1708.00
"Saltillo","Maven Toys Saltillo 2","Classic Dominoes",240,480.00
"Campeche","Maven Toys Campeche 1","Mini Basketball Hoop",240,3840.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Toy Robot",239,1195.00
"Campeche","Maven Toys Campeche 1","Toy Robot",239,1195.00
"Guadalajara","Maven Toys Guadalajara 2","Mini Ping Pong Set",239,717.00
"Guadalajara","Maven Toys Guadalajara 1","Teddy Bear",238,476.00
"Hermosillo","Maven Toys Hermosillo 2","Playfoam",237,1659.00
"Zacatecas","Maven Toys Zacatecas 1","Jenga",237,1659.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 3","Etch A Sketch",236,2360.00
"Puebla","Maven Toys Puebla 2","Gamer Headphones",235,1410.00
"Guanajuato","Maven Toys Guanajuato 3","Mini Ping Pong Set",235,705.00
"Chilpancingo","Maven Toys Chilpancingo 1","Kids Makeup Kit",235,1410.00
"Puebla","Maven Toys Puebla 1","PlayDoh Playset",235,940.00
"Monterrey","Maven Toys Monterrey 2","Foam Disk Launcher",235,705.00
"Xalapa","Maven Toys Xalapa 2","Supersoaker Water Gun",235,705.00
"Aguascalientes","Maven Toys Aguascalientes 1","Jenga",233,1631.00
"La Paz","Maven Toys La Paz 1","Mr. Potatohead",233,1165.00
"Oaxaca","Maven Toys Oaxaca 1","Jenga",233,1631.00
"Guadalajara","Maven Toys Guadalajara 2","Gamer Headphones",232,1392.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Gamer Headphones",231,1386.00
"Chihuahua","Maven Toys Chihuahua 1","Toy Robot",231,1155.00
"Guadalajara","Maven Toys Guadalajara 2","Etch A Sketch",231,2310.00
"Oaxaca","Maven Toys Oaxaca 1","Foam Disk Launcher",229,687.00
"Xalapa","Maven Toys Xalapa 1","Jenga",229,1603.00
"Oaxaca","Maven Toys Oaxaca 1","Kids Makeup Kit",229,1374.00
"Hermosillo","Maven Toys Hermosillo 3","Foam Disk Launcher",229,687.00
"Monterrey","Maven Toys Monterrey 3","Etch A Sketch",229,2290.00
"Guadalajara","Maven Toys Guadalajara 1","Mr. Potatohead",229,1145.00
"Culiacan","Maven Toys Culiacan 1","Jenga",228,1596.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 1","Classic Dominoes",226,452.00
"Monterrey","Maven Toys Monterrey 2","Monopoly",225,1350.00
"Cuidad de Mexico","Maven Toys Ciudad de Mexico 2","Plush Pony",225,2475.00
"Guadalajara","Maven Toys Guadalajara 1","Classic Dominoes",224,448.00
